Fecha;Sensor;Lectura;Unidades de Lectura;Medida;Unidades de Medida;Flag;Flag Manipulación;Observaciones
04/02/2021 08:00:00;E012NEMBA;710,84;m.s.n.m.;710,84;m.s.n.m.;M;NC;
04/02/2021 08:00:00;E012TEMPMED;;ºC;9,50;ºC;M;NC;
05/02/2021 08:00:00;E012TEMPMAX;20,00;ºC;20,00;ºC;M;NC;
05/02/2021 08:00:00;E012TEMPMIN;7,00;ºC;7,00;ºC;M;NC;
05/02/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
05/02/2021 08:00:00;E012NEMBA;710,85;m.s.n.m.;710,85;m.s.n.m.;M;NC;
05/02/2021 08:00:00;E012TEMPMED;;ºC;13,50;ºC;M;NC;
06/02/2021 08:00:00;E012TEMPMAX;20,00;ºC;20,00;ºC;M;NC;
06/02/2021 08:00:00;E012TEMPMIN;6,00;ºC;6,00;ºC;M;NC;
06/02/2021 08:00:00;E012LLUVIAS;6,20;l/m²;6,20;l/m²;M;NC;
06/02/2021 08:00:00;E012NEMBA;710,87;m.s.n.m.;710,87;m.s.n.m.;M;NC;
06/02/2021 08:00:00;E012TEMPMED;;ºC;13,00;ºC;M;NC;
07/02/2021 08:00:00;E012TEMPMAX;9,00;ºC;9,00;ºC;M;NC;
07/02/2021 08:00:00;E012TEMPMIN;7,00;ºC;7,00;ºC;M;NC;
07/02/2021 08:00:00;E012LLUVIAS;8,80;l/m²;8,80;l/m²;M;NC;
07/02/2021 08:00:00;E012NEMBA;710,92;m.s.n.m.;710,92;m.s.n.m.;M;NC;
07/02/2021 08:00:00;E012TEMPMED;;ºC;8,00;ºC;M;NC;
08/02/2021 08:00:00;E012TEMPMAX;9,00;ºC;9,00;ºC;M;NC;
08/02/2021 08:00:00;E012TEMPMIN;6,00;ºC;6,00;ºC;M;NC;
08/02/2021 08:00:00;E012LLUVIAS;12,40;l/m²;12,40;l/m²;M;NC;
08/02/2021 08:00:00;E012NEMBA;711,04;m.s.n.m.;711,04;m.s.n.m.;M;NC;
08/02/2021 08:00:00;E012TEMPMED;;ºC;7,50;ºC;M;NC;
09/02/2021 08:00:00;E012TEMPMAX;9,00;ºC;9,00;ºC;M;NC;
09/02/2021 08:00:00;E012TEMPMIN;7,00;ºC;7,00;ºC;M;NC;
09/02/2021 08:00:00;E012LLUVIAS;6,90;l/m²;6,90;l/m²;M;NC;
09/02/2021 08:00:00;E012NEMBA;711,44;m.s.n.m.;711,44;m.s.n.m.;M;NC;
09/02/2021 08:00:00;E012TEMPMED;;ºC;8,00;ºC;M;NC;
10/02/2021 08:00:00;E012TEMPMAX;10,00;ºC;10,00;ºC;M;NC;
10/02/2021 08:00:00;E012TEMPMIN;7,00;ºC;7,00;ºC;M;NC;
10/02/2021 08:00:00;E012LLUVIAS;13,70;l/m²;13,70;l/m²;M;NC;
10/02/2021 08:00:00;E012NEMBA;711,93;m.s.n.m.;711,93;m.s.n.m.;M;NC;
10/02/2021 08:00:00;E012TEMPMED;;ºC;8,50;ºC;M;NC;
11/02/2021 08:00:00;E012TEMPMAX;14,00;ºC;14,00;ºC;M;NC;
11/02/2021 08:00:00;E012TEMPMIN;7,00;ºC;7,00;ºC;M;NC;
11/02/2021 08:00:00;E012LLUVIAS;4,00;l/m²;4,00;l/m²;M;NC;
11/02/2021 08:00:00;E012NEMBA;712,44;m.s.n.m.;712,44;m.s.n.m.;M;NC;
11/02/2021 08:00:00;E012TEMPMED;;ºC;10,50;ºC;M;NC;
12/02/2021 08:00:00;E012TEMPMAX;14,00;ºC;14,00;ºC;M;NC;
12/02/2021 08:00:00;E012TEMPMIN;10,00;ºC;10,00;ºC;M;NC;
12/02/2021 08:00:00;E012LLUVIAS;1,00;l/m²;1,00;l/m²;M;NC;
12/02/2021 08:00:00;E012NEMBA;712,68;m.s.n.m.;712,68;m.s.n.m.;M;NC;
12/02/2021 08:00:00;E012TEMPMED;;ºC;12,00;ºC;M;NC;
13/02/2021 08:00:00;E012TEMPMAX;15,00;ºC;15,00;ºC;M;NC;
13/02/2021 08:00:00;E012TEMPMIN;2,00;ºC;2,00;ºC;M;NC;
13/02/2021 08:00:00;E012LLUVIAS;0,40;l/m²;0,40;l/m²;M;NC;
13/02/2021 08:00:00;E012NEMBA;712,84;m.s.n.m.;712,84;m.s.n.m.;M;NC;
13/02/2021 08:00:00;E012TEMPMED;;ºC;8,50;ºC;M;NC;
14/02/2021 08:00:00;E012TEMPMAX;18,00;ºC;18,00;ºC;M;NC;
14/02/2021 08:00:00;E012TEMPMIN;2,00;ºC;2,00;ºC;M;NC;
14/02/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
14/02/2021 08:00:00;E012NEMBA;712,94;m.s.n.m.;712,94;m.s.n.m.;M;NC;
14/02/2021 08:00:00;E012TEMPMED;;ºC;10,00;ºC;M;NC;
15/02/2021 08:00:00;E012TEMPMAX;19,00;ºC;19,00;ºC;M;NC;
15/02/2021 08:00:00;E012TEMPMIN;2,00;ºC;2,00;ºC;M;NC;
15/02/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
15/02/2021 08:00:00;E012NEMBA;712,99;m.s.n.m.;712,99;m.s.n.m.;M;NC;
15/02/2021 08:00:00;E012TEMPMED;;ºC;10,50;ºC;M;NC;
16/02/2021 08:00:00;E012TEMPMAX;18,00;ºC;18,00;ºC;M;NC;
16/02/2021 08:00:00;E012TEMPMIN;2,00;ºC;2,00;ºC;M;NC;
16/02/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
16/02/2021 08:00:00;E012NEMBA;713,04;m.s.n.m.;713,04;m.s.n.m.;M;NC;
16/02/2021 08:00:00;E012TEMPMED;;ºC;10,00;ºC;M;NC;
17/02/2021 08:00:00;E012TEMPMAX;19,00;ºC;19,00;ºC;M;NC;
17/02/2021 08:00:00;E012TEMPMIN;1,00;ºC;1,00;ºC;M;NC;
17/02/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
17/02/2021 08:00:00;E012NEMBA;713,06;m.s.n.m.;713,06;m.s.n.m.;M;NC;
17/02/2021 08:00:00;E012TEMPMED;;ºC;10,00;ºC;M;NC;
18/02/2021 08:00:00;E012TEMPMAX;22,00;ºC;22,00;ºC;M;NC;
18/02/2021 08:00:00;E012TEMPMIN;2,00;ºC;2,00;ºC;M;NC;
18/02/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
18/02/2021 08:00:00;E012NEMBA;713,08;m.s.n.m.;713,08;m.s.n.m.;M;NC;
18/02/2021 08:00:00;E012TEMPMED;;ºC;12,00;ºC;M;NC;
19/02/2021 08:00:00;E012TEMPMAX;20,00;ºC;20,00;ºC;M;NC;
19/02/2021 08:00:00;E012TEMPMIN;2,00;ºC;2,00;ºC;M;NC;
19/02/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
19/02/2021 08:00:00;E012NEMBA;713,09;m.s.n.m.;713,09;m.s.n.m.;M;NC;
19/02/2021 08:00:00;E012TEMPMED;;ºC;11,00;ºC;M;NC;
20/02/2021 08:00:00;E012TEMPMAX;22,20;ºC;22,20;ºC;M;NC;
20/02/2021 08:00:00;E012TEMPMIN;2,00;ºC;2,00;ºC;M;NC;
20/02/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
20/02/2021 08:00:00;E012NEMBA;713,11;m.s.n.m.;713,11;m.s.n.m.;M;NC;
20/02/2021 08:00:00;E012TEMPMED;;ºC;12,10;ºC;M;NC;
21/02/2021 08:00:00;E012TEMPMAX;21,00;ºC;21,00;ºC;M;NC;
21/02/2021 08:00:00;E012TEMPMIN;2,00;ºC;2,00;ºC;M;NC;
21/02/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
21/02/2021 08:00:00;E012NEMBA;713,11;m.s.n.m.;713,11;m.s.n.m.;M;NC;
21/02/2021 08:00:00;E012TEMPMED;;ºC;11,50;ºC;M;NC;
22/02/2021 08:00:00;E012TEMPMAX;14,00;ºC;14,00;ºC;M;NC;
22/02/2021 08:00:00;E012TEMPMIN;5,00;ºC;5,00;ºC;M;NC;
22/02/2021 08:00:00;E012LLUVIAS;4,40;l/m²;4,40;l/m²;M;NC;
22/02/2021 08:00:00;E012NEMBA;713,13;m.s.n.m.;713,13;m.s.n.m.;M;NC;
22/02/2021 08:00:00;E012TEMPMED;;ºC;9,50;ºC;M;NC;
23/02/2021 08:00:00;E012TEMPMAX;10,00;ºC;10,00;ºC;M;NC;
23/02/2021 08:00:00;E012TEMPMIN;3,00;ºC;3,00;ºC;M;NC;
23/02/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
23/02/2021 08:00:00;E012NEMBA;713,13;m.s.n.m.;713,13;m.s.n.m.;M;NC;
23/02/2021 08:00:00;E012TEMPMED;;ºC;6,50;ºC;M;NC;
24/02/2021 08:00:00;E012TEMPMAX;15,00;ºC;15,00;ºC;M;NC;
24/02/2021 08:00:00;E012TEMPMIN;3,00;ºC;3,00;ºC;M;NC;
24/02/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
24/02/2021 08:00:00;E012NEMBA;713,13;m.s.n.m.;713,13;m.s.n.m.;M;NC;
24/02/2021 08:00:00;E012TEMPMED;;ºC;9,00;ºC;M;NC;
25/02/2021 08:00:00;E012TEMPMAX;18,00;ºC;18,00;ºC;M;NC;
25/02/2021 08:00:00;E012TEMPMIN;5,00;ºC;5,00;ºC;M;NC;
25/02/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
25/02/2021 08:00:00;E012NEMBA;713,13;m.s.n.m.;713,13;m.s.n.m.;M;NC;
25/02/2021 08:00:00;E012TEMPMED;;ºC;11,50;ºC;M;NC;
26/02/2021 08:00:00;E012TEMPMAX;20,00;ºC;20,00;ºC;M;NC;
26/02/2021 08:00:00;E012TEMPMIN;5,00;ºC;5,00;ºC;M;NC;
26/02/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
26/02/2021 08:00:00;E012NEMBA;713,12;m.s.n.m.;713,12;m.s.n.m.;M;NC;
26/02/2021 08:00:00;E012TEMPMED;;ºC;12,50;ºC;M;NC;
27/02/2021 08:00:00;E012TEMPMAX;17,00;ºC;17,00;ºC;M;NC;
27/02/2021 08:00:00;E012TEMPMIN;2,00;ºC;2,00;ºC;M;NC;
27/02/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
27/02/2021 08:00:00;E012NEMBA;713,13;m.s.n.m.;713,13;m.s.n.m.;M;NC;
27/02/2021 08:00:00;E012TEMPMED;;ºC;9,50;ºC;M;NC;
28/02/2021 08:00:00;E012TEMPMAX;17,00;ºC;17,00;ºC;M;NC;
28/02/2021 08:00:00;E012TEMPMIN;2,00;ºC;2,00;ºC;M;NC;
28/02/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
28/02/2021 08:00:00;E012NEMBA;713,13;m.s.n.m.;713,13;m.s.n.m.;M;C;
28/02/2021 08:00:00;E012TEMPMED;;ºC;9,50;ºC;M;NC;
01/03/2021 08:00:00;E012TEMPMAX;15,00;ºC;15,00;ºC;M;NC;
01/03/2021 08:00:00;E012TEMPMIN;6,00;ºC;6,00;ºC;M;NC;
01/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
01/03/2021 08:00:00;E012NEMBA;713,12;m.s.n.m.;713,12;m.s.n.m.;M;NC;
01/03/2021 08:00:00;E012TEMPMED;;ºC;10,50;ºC;M;NC;
02/03/2021 08:00:00;E012TEMPMAX;14,00;ºC;14,00;ºC;M;NC;
02/03/2021 08:00:00;E012TEMPMIN;7,00;ºC;7,00;ºC;M;NC;
02/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
02/03/2021 08:00:00;E012NEMBA;713,12;m.s.n.m.;713,12;m.s.n.m.;M;NC;
02/03/2021 08:00:00;E012TEMPMED;;ºC;10,50;ºC;M;NC;
03/03/2021 08:00:00;E012TEMPMAX;15,00;ºC;15,00;ºC;M;NC;
03/03/2021 08:00:00;E012TEMPMIN;6,00;ºC;6,00;ºC;M;NC;
03/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
03/03/2021 08:00:00;E012NEMBA;713,11;m.s.n.m.;713,11;m.s.n.m.;M;NC;
03/03/2021 08:00:00;E012TEMPMED;;ºC;10,50;ºC;M;NC;
04/03/2021 08:00:00;E012TEMPMAX;16,00;ºC;16,00;ºC;M;NC;
04/03/2021 08:00:00;E012TEMPMIN;5,00;ºC;5,00;ºC;M;NC;
04/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
04/03/2021 08:00:00;E012NEMBA;713,11;m.s.n.m.;713,11;m.s.n.m.;M;NC;
04/03/2021 08:00:00;E012TEMPMED;;ºC;10,50;ºC;M;NC;
05/03/2021 08:00:00;E012TEMPMAX;18,00;ºC;18,00;ºC;M;NC;
05/03/2021 08:00:00;E012TEMPMIN;3,00;ºC;3,00;ºC;M;NC;
05/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
05/03/2021 08:00:00;E012NEMBA;713,11;m.s.n.m.;713,11;m.s.n.m.;M;NC;
05/03/2021 08:00:00;E012TEMPMED;;ºC;10,50;ºC;M;NC;
06/03/2021 08:00:00;E012TEMPMAX;17,00;ºC;17,00;ºC;M;NC;
06/03/2021 08:00:00;E012TEMPMIN;3,00;ºC;3,00;ºC;M;NC;
06/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
06/03/2021 08:00:00;E012NEMBA;713,10;m.s.n.m.;713,10;m.s.n.m.;M;NC;
06/03/2021 08:00:00;E012TEMPMED;;ºC;10,00;ºC;M;NC;
07/03/2021 08:00:00;E012TEMPMAX;16,00;ºC;16,00;ºC;M;NC;
07/03/2021 08:00:00;E012TEMPMIN;6,00;ºC;6,00;ºC;M;NC;
07/03/2021 08:00:00;E012LLUVIAS;0,40;l/m²;0,40;l/m²;M;NC;
07/03/2021 08:00:00;E012NEMBA;713,09;m.s.n.m.;713,09;m.s.n.m.;M;NC;
07/03/2021 08:00:00;E012TEMPMED;;ºC;11,00;ºC;M;NC;
08/03/2021 08:00:00;E012TEMPMAX;12,00;ºC;12,00;ºC;M;NC;
08/03/2021 08:00:00;E012TEMPMIN;5,00;ºC;5,00;ºC;M;NC;
08/03/2021 08:00:00;E012LLUVIAS;2,00;l/m²;2,00;l/m²;M;NC;
08/03/2021 08:00:00;E012NEMBA;713,09;m.s.n.m.;713,09;m.s.n.m.;M;NC;
08/03/2021 08:00:00;E012TEMPMED;;ºC;8,50;ºC;M;NC;
09/03/2021 08:00:00;E012TEMPMAX;10,00;ºC;10,00;ºC;M;NC;
09/03/2021 08:00:00;E012TEMPMIN;5,00;ºC;5,00;ºC;M;NC;
09/03/2021 08:00:00;E012LLUVIAS;2,60;l/m²;2,60;l/m²;M;NC;
09/03/2021 08:00:00;E012NEMBA;713,09;m.s.n.m.;713,09;m.s.n.m.;M;NC;
09/03/2021 08:00:00;E012TEMPMED;;ºC;7,50;ºC;M;NC;
10/03/2021 08:00:00;E012TEMPMAX;13,00;ºC;13,00;ºC;M;NC;
10/03/2021 08:00:00;E012TEMPMIN;13,00;ºC;13,00;ºC;M;NC;
10/03/2021 08:00:00;E012LLUVIAS;1,60;l/m²;1,60;l/m²;M;NC;
10/03/2021 08:00:00;E012NEMBA;713,09;m.s.n.m.;713,09;m.s.n.m.;M;NC;
10/03/2021 08:00:00;E012TEMPMED;;ºC;13,00;ºC;M;NC;
11/03/2021 08:00:00;E012TEMPMAX;17,00;ºC;17,00;ºC;M;NC;
11/03/2021 08:00:00;E012TEMPMIN;1,00;ºC;1,00;ºC;M;NC;
11/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
11/03/2021 08:00:00;E012NEMBA;713,09;m.s.n.m.;713,09;m.s.n.m.;M;NC;
11/03/2021 08:00:00;E012TEMPMED;;ºC;9,00;ºC;M;NC;
12/03/2021 08:00:00;E012TEMPMAX;19,00;ºC;19,00;ºC;M;NC;
12/03/2021 08:00:00;E012TEMPMIN;2,00;ºC;2,00;ºC;M;NC;
12/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
12/03/2021 08:00:00;E012NEMBA;713,09;m.s.n.m.;713,09;m.s.n.m.;M;NC;
12/03/2021 08:00:00;E012TEMPMED;;ºC;10,50;ºC;M;NC;
13/03/2021 08:00:00;E012TEMPMAX;17,00;ºC;17,00;ºC;M;NC;
13/03/2021 08:00:00;E012TEMPMIN;2,00;ºC;2,00;ºC;M;NC;
13/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
13/03/2021 08:00:00;E012NEMBA;713,08;m.s.n.m.;713,08;m.s.n.m.;M;NC;
13/03/2021 08:00:00;E012TEMPMED;;ºC;9,50;ºC;M;NC;
14/03/2021 08:00:00;E012TEMPMAX;19,00;ºC;19,00;ºC;M;NC;
14/03/2021 08:00:00;E012TEMPMIN;2,00;ºC;2,00;ºC;M;NC;
14/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
14/03/2021 08:00:00;E012NEMBA;713,06;m.s.n.m.;713,06;m.s.n.m.;M;NC;
14/03/2021 08:00:00;E012TEMPMED;;ºC;10,50;ºC;M;NC;
15/03/2021 08:00:00;E012TEMPMAX;19,00;ºC;19,00;ºC;M;NC;
15/03/2021 08:00:00;E012TEMPMIN;4,00;ºC;4,00;ºC;M;NC;
15/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
15/03/2021 08:00:00;E012NEMBA;713,06;m.s.n.m.;713,06;m.s.n.m.;M;NC;
15/03/2021 08:00:00;E012TEMPMED;;ºC;11,50;ºC;M;NC;
16/03/2021 08:00:00;E012TEMPMAX;20,00;ºC;20,00;ºC;M;NC;
16/03/2021 08:00:00;E012TEMPMIN;4,00;ºC;4,00;ºC;M;NC;
16/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
16/03/2021 08:00:00;E012NEMBA;713,05;m.s.n.m.;713,05;m.s.n.m.;M;NC;
16/03/2021 08:00:00;E012TEMPMED;;ºC;12,00;ºC;M;NC;
17/03/2021 08:00:00;E012TEMPMAX;22,00;ºC;22,00;ºC;M;NC;
17/03/2021 08:00:00;E012TEMPMIN;5,00;ºC;5,00;ºC;M;NC;
17/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
17/03/2021 08:00:00;E012NEMBA;713,04;m.s.n.m.;713,04;m.s.n.m.;M;NC;
17/03/2021 08:00:00;E012TEMPMED;;ºC;13,50;ºC;M;NC;
18/03/2021 08:00:00;E012TEMPMAX;20,00;ºC;20,00;ºC;M;NC;
18/03/2021 08:00:00;E012TEMPMIN;5,00;ºC;5,00;ºC;M;NC;
18/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
18/03/2021 08:00:00;E012NEMBA;713,03;m.s.n.m.;713,03;m.s.n.m.;M;NC;
18/03/2021 08:00:00;E012TEMPMED;;ºC;12,50;ºC;M;NC;
19/03/2021 08:00:00;E012TEMPMAX;14,00;ºC;14,00;ºC;M;NC;
19/03/2021 08:00:00;E012TEMPMIN;2,00;ºC;2,00;ºC;M;NC;
19/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
19/03/2021 08:00:00;E012NEMBA;713,03;m.s.n.m.;713,03;m.s.n.m.;M;NC;
19/03/2021 08:00:00;E012TEMPMED;;ºC;8,00;ºC;M;NC;
20/03/2021 08:00:00;E012TEMPMAX;11,00;ºC;11,00;ºC;M;NC;
20/03/2021 08:00:00;E012TEMPMIN;2,00;ºC;2,00;ºC;M;NC;
20/03/2021 08:00:00;E012LLUVIAS;2,50;l/m²;2,50;l/m²;M;NC;
20/03/2021 08:00:00;E012NEMBA;713,02;m.s.n.m.;713,02;m.s.n.m.;M;NC;
20/03/2021 08:00:00;E012TEMPMED;;ºC;6,50;ºC;M;NC;
21/03/2021 08:00:00;E012TEMPMAX;10,00;ºC;10,00;ºC;M;NC;
21/03/2021 08:00:00;E012TEMPMIN;0,00;ºC;0,00;ºC;M;NC;
21/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
21/03/2021 08:00:00;E012NEMBA;713,01;m.s.n.m.;713,01;m.s.n.m.;M;NC;
21/03/2021 08:00:00;E012TEMPMED;;ºC;5,00;ºC;M;NC;
22/03/2021 08:00:00;E012TEMPMAX;14,00;ºC;14,00;ºC;M;NC;
22/03/2021 08:00:00;E012TEMPMIN;0,00;ºC;0,00;ºC;M;NC;
22/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
22/03/2021 08:00:00;E012NEMBA;713,00;m.s.n.m.;713,00;m.s.n.m.;M;NC;
22/03/2021 08:00:00;E012TEMPMED;;ºC;7,00;ºC;M;NC;
23/03/2021 08:00:00;E012TEMPMAX;17,00;ºC;17,00;ºC;M;NC;
23/03/2021 08:00:00;E012TEMPMIN;0,00;ºC;0,00;ºC;M;NC;
23/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
23/03/2021 08:00:00;E012NEMBA;712,99;m.s.n.m.;712,99;m.s.n.m.;M;NC;
23/03/2021 08:00:00;E012TEMPMED;;ºC;8,50;ºC;M;NC;
24/03/2021 08:00:00;E012TEMPMAX;20,00;ºC;20,00;ºC;M;NC;
24/03/2021 08:00:00;E012TEMPMIN;1,00;ºC;1,00;ºC;M;NC;
24/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
24/03/2021 08:00:00;E012NEMBA;712,98;m.s.n.m.;712,98;m.s.n.m.;M;NC;
24/03/2021 08:00:00;E012TEMPMED;;ºC;10,50;ºC;M;NC;
25/03/2021 08:00:00;E012TEMPMAX;22,00;ºC;22,00;ºC;M;NC;
25/03/2021 08:00:00;E012TEMPMIN;3,00;ºC;3,00;ºC;M;NC;
25/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
25/03/2021 08:00:00;E012NEMBA;712,97;m.s.n.m.;712,97;m.s.n.m.;M;NC;
25/03/2021 08:00:00;E012TEMPMED;;ºC;12,50;ºC;M;NC;
26/03/2021 08:00:00;E012TEMPMAX;23,00;ºC;23,00;ºC;M;NC;
26/03/2021 08:00:00;E012TEMPMIN;4,00;ºC;4,00;ºC;M;NC;
26/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
26/03/2021 08:00:00;E012NEMBA;712,96;m.s.n.m.;712,96;m.s.n.m.;M;NC;
26/03/2021 08:00:00;E012TEMPMED;;ºC;13,50;ºC;M;NC;
27/03/2021 08:00:00;E012TEMPMAX;23,00;ºC;23,00;ºC;M;NC;
27/03/2021 08:00:00;E012TEMPMIN;4,00;ºC;4,00;ºC;M;NC;
27/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
27/03/2021 08:00:00;E012NEMBA;712,96;m.s.n.m.;712,96;m.s.n.m.;M;NC;
27/03/2021 08:00:00;E012TEMPMED;;ºC;13,50;ºC;M;NC;
28/03/2021 08:00:00;E012TEMPMAX;24,00;ºC;24,00;ºC;M;NC;
28/03/2021 08:00:00;E012TEMPMIN;7,00;ºC;7,00;ºC;M;NC;
28/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
28/03/2021 08:00:00;E012NEMBA;712,94;m.s.n.m.;712,94;m.s.n.m.;M;NC;
28/03/2021 08:00:00;E012TEMPMED;;ºC;15,50;ºC;M;NC;
29/03/2021 08:00:00;E012TEMPMAX;15,00;ºC;15,00;ºC;M;NC;
29/03/2021 08:00:00;E012TEMPMIN;12,00;ºC;12,00;ºC;M;NC;
29/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
29/03/2021 08:00:00;E012NEMBA;712,93;m.s.n.m.;712,93;m.s.n.m.;M;NC;
29/03/2021 08:00:00;E012TEMPMED;;ºC;13,50;ºC;M;NC;
30/03/2021 08:00:00;E012TEMPMAX;23,00;ºC;23,00;ºC;M;NC;
30/03/2021 08:00:00;E012TEMPMIN;13,00;ºC;13,00;ºC;M;NC;
30/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
30/03/2021 08:00:00;E012NEMBA;712,93;m.s.n.m.;712,93;m.s.n.m.;M;NC;
30/03/2021 08:00:00;E012TEMPMED;;ºC;18,00;ºC;M;NC;
31/03/2021 08:00:00;E012TEMPMAX;21,00;ºC;21,00;ºC;M;NC;
31/03/2021 08:00:00;E012TEMPMIN;12,00;ºC;12,00;ºC;M;NC;
31/03/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
31/03/2021 08:00:00;E012NEMBA;712,91;m.s.n.m.;712,91;m.s.n.m.;M;NC;
31/03/2021 08:00:00;E012TEMPMED;;ºC;16,50;ºC;M;NC;
01/04/2021 08:00:00;E012TEMPMAX;25,00;ºC;25,00;ºC;M;NC;
01/04/2021 08:00:00;E012TEMPMIN;12,00;ºC;12,00;ºC;M;NC;
01/04/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
01/04/2021 08:00:00;E012NEMBA;712,90;m.s.n.m.;712,90;m.s.n.m.;M;NC;
01/04/2021 08:00:00;E012TEMPMED;;ºC;18,50;ºC;M;NC;
02/04/2021 08:00:00;E012TEMPMAX;24,00;ºC;24,00;ºC;M;NC;
02/04/2021 08:00:00;E012TEMPMIN;13,00;ºC;13,00;ºC;M;NC;
02/04/2021 08:00:00;E012LLUVIAS;0,70;l/m²;0,70;l/m²;M;NC;
02/04/2021 08:00:00;E012NEMBA;712,89;m.s.n.m.;712,89;m.s.n.m.;M;NC;
02/04/2021 08:00:00;E012TEMPMED;;ºC;18,50;ºC;M;NC;
03/04/2021 08:00:00;E012TEMPMAX;20,00;ºC;20,00;ºC;M;NC;
03/04/2021 08:00:00;E012TEMPMIN;8,00;ºC;8,00;ºC;M;NC;
03/04/2021 08:00:00;E012LLUVIAS;0,60;l/m²;0,60;l/m²;M;NC;
03/04/2021 08:00:00;E012NEMBA;712,89;m.s.n.m.;712,89;m.s.n.m.;M;NC;
03/04/2021 08:00:00;E012TEMPMED;;ºC;14,00;ºC;M;NC;
04/04/2021 08:00:00;E012TEMPMAX;17,00;ºC;17,00;ºC;M;NC;
04/04/2021 08:00:00;E012TEMPMIN;6,00;ºC;6,00;ºC;M;NC;
04/04/2021 08:00:00;E012LLUVIAS;0,40;l/m²;0,40;l/m²;M;NC;
04/04/2021 08:00:00;E012NEMBA;712,88;m.s.n.m.;712,88;m.s.n.m.;M;NC;
04/04/2021 08:00:00;E012TEMPMED;;ºC;11,50;ºC;M;NC;
05/04/2021 08:00:00;E012TEMPMAX;23,00;ºC;23,00;ºC;M;NC;
05/04/2021 08:00:00;E012TEMPMIN;6,00;ºC;6,00;ºC;M;NC;
05/04/2021 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
05/04/2021 08:00:00;E012NEMBA;712,87;m.s.n.m.;712,87;m.s.n.m.;M;NC;
