Fecha;Sensor;Lectura;Unidades de Lectura;Medida;Unidades de Medida;Flag;Flag Manipulación;Observaciones
31/03/2013 08:00:00;E012LLUVIAS;31,80;l/m²;31,80;l/m²;M;NC;
31/03/2013 08:00:00;E012NEMBA;713,80;m.s.n.m.;713,80;m.s.n.m.;M;NC;
31/03/2013 08:00:00;E012TEMPMED;11,70;ºC;11,70;ºC;M;NC;
01/04/2013 08:00:00;E012LLUVIAS;19,40;l/m²;19,40;l/m²;M;NC;
01/04/2013 08:00:00;E012NEMBA;714,23;m.s.n.m.;714,23;m.s.n.m.;M;NC;
01/04/2013 08:00:00;E012TEMPMED;11,30;ºC;11,30;ºC;M;NC;
02/04/2013 08:00:00;E012LLUVIAS;0,30;l/m²;0,30;l/m²;M;NC;
02/04/2013 08:00:00;E012NEMBA;714,04;m.s.n.m.;714,04;m.s.n.m.;M;NC;
02/04/2013 08:00:00;E012TEMPMED;10,00;ºC;10,00;ºC;M;NC;
03/04/2013 08:00:00;E012LLUVIAS;8,50;l/m²;8,50;l/m²;M;NC;
03/04/2013 08:00:00;E012NEMBA;713,80;m.s.n.m.;713,80;m.s.n.m.;M;NC;
03/04/2013 08:00:00;E012TEMPMED;8,40;ºC;8,40;ºC;M;NC;
04/04/2013 08:00:00;E012LLUVIAS;4,40;l/m²;4,40;l/m²;M;NC;
04/04/2013 08:00:00;E012NEMBA;713,87;m.s.n.m.;713,87;m.s.n.m.;M;NC;
04/04/2013 08:00:00;E012TEMPMED;9,50;ºC;9,50;ºC;M;NC;
05/04/2013 08:00:00;E012LLUVIAS;6,40;l/m²;6,40;l/m²;M;NC;
05/04/2013 08:00:00;E012NEMBA;713,88;m.s.n.m.;713,88;m.s.n.m.;M;NC;
05/04/2013 08:00:00;E012TEMPMED;8,70;ºC;8,70;ºC;M;NC;
06/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
06/04/2013 08:00:00;E012NEMBA;713,94;m.s.n.m.;713,94;m.s.n.m.;M;NC;
06/04/2013 08:00:00;E012TEMPMED;7,60;ºC;7,60;ºC;M;NC;
07/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
07/04/2013 08:00:00;E012NEMBA;713,83;m.s.n.m.;713,83;m.s.n.m.;M;NC;
07/04/2013 08:00:00;E012TEMPMED;8,30;ºC;8,30;ºC;M;NC;
08/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
08/04/2013 08:00:00;E012NEMBA;713,79;m.s.n.m.;713,79;m.s.n.m.;M;NC;
08/04/2013 08:00:00;E012TEMPMED;11,00;ºC;11,00;ºC;M;NC;
09/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
09/04/2013 08:00:00;E012NEMBA;713,77;m.s.n.m.;713,77;m.s.n.m.;M;NC;
09/04/2013 08:00:00;E012TEMPMED;13,40;ºC;13,40;ºC;M;NC;
10/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
10/04/2013 08:00:00;E012NEMBA;713,75;m.s.n.m.;713,75;m.s.n.m.;M;NC;
10/04/2013 08:00:00;E012TEMPMED;14,80;ºC;14,80;ºC;M;NC;
11/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
11/04/2013 08:00:00;E012NEMBA;713,74;m.s.n.m.;713,74;m.s.n.m.;M;NC;
11/04/2013 08:00:00;E012TEMPMED;14,00;ºC;14,00;ºC;M;NC;
12/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
12/04/2013 08:00:00;E012NEMBA;713,73;m.s.n.m.;713,73;m.s.n.m.;M;NC;
12/04/2013 08:00:00;E012TEMPMED;14,20;ºC;14,20;ºC;M;NC;
13/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
13/04/2013 08:00:00;E012NEMBA;713,72;m.s.n.m.;713,72;m.s.n.m.;M;NC;
13/04/2013 08:00:00;E012TEMPMED;15,60;ºC;15,60;ºC;M;NC;
14/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
14/04/2013 08:00:00;E012NEMBA;713,72;m.s.n.m.;713,72;m.s.n.m.;M;NC;
14/04/2013 08:00:00;E012TEMPMED;18,00;ºC;18,00;ºC;M;NC;
15/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
15/04/2013 08:00:00;E012NEMBA;713,72;m.s.n.m.;713,72;m.s.n.m.;M;NC;
15/04/2013 08:00:00;E012TEMPMED;18,30;ºC;18,30;ºC;M;NC;
16/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
16/04/2013 08:00:00;E012NEMBA;713,71;m.s.n.m.;713,71;m.s.n.m.;M;NC;
16/04/2013 08:00:00;E012TEMPMED;19,40;ºC;19,40;ºC;M;NC;
17/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
17/04/2013 08:00:00;E012NEMBA;713,71;m.s.n.m.;713,71;m.s.n.m.;M;NC;
17/04/2013 08:00:00;E012TEMPMED;20,10;ºC;20,10;ºC;M;NC;
18/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
18/04/2013 08:00:00;E012NEMBA;713,71;m.s.n.m.;713,71;m.s.n.m.;M;NC;
18/04/2013 08:00:00;E012TEMPMED;19,40;ºC;19,40;ºC;M;NC;
19/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
19/04/2013 08:00:00;E012NEMBA;713,71;m.s.n.m.;713,71;m.s.n.m.;M;NC;
19/04/2013 08:00:00;E012TEMPMED;18,30;ºC;18,30;ºC;M;NC;
20/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
20/04/2013 08:00:00;E012NEMBA;713,70;m.s.n.m.;713,70;m.s.n.m.;M;NC;
20/04/2013 08:00:00;E012TEMPMED;15,70;ºC;15,70;ºC;M;NC;
21/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
21/04/2013 08:00:00;E012NEMBA;713,69;m.s.n.m.;713,69;m.s.n.m.;M;NC;
21/04/2013 08:00:00;E012TEMPMED;14,40;ºC;14,40;ºC;M;NC;
22/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
22/04/2013 08:00:00;E012NEMBA;713,69;m.s.n.m.;713,69;m.s.n.m.;M;NC;
22/04/2013 08:00:00;E012TEMPMED;14,60;ºC;14,60;ºC;M;NC;
23/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
23/04/2013 08:00:00;E012NEMBA;713,68;m.s.n.m.;713,68;m.s.n.m.;M;NC;
23/04/2013 08:00:00;E012TEMPMED;15,00;ºC;15,00;ºC;M;NC;
24/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
24/04/2013 08:00:00;E012NEMBA;713,67;m.s.n.m.;713,67;m.s.n.m.;M;NC;
24/04/2013 08:00:00;E012TEMPMED;13,00;ºC;13,00;ºC;M;NC;
25/04/2013 08:00:00;E012LLUVIAS;0,90;l/m²;0,90;l/m²;M;NC;
25/04/2013 08:00:00;E012NEMBA;713,66;m.s.n.m.;713,66;m.s.n.m.;M;NC;
25/04/2013 08:00:00;E012TEMPMED;12,70;ºC;12,70;ºC;M;NC;
26/04/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
26/04/2013 08:00:00;E012NEMBA;713,65;m.s.n.m.;713,65;m.s.n.m.;M;NC;
26/04/2013 08:00:00;E012TEMPMED;16,00;ºC;16,00;ºC;M;NC;
27/04/2013 08:00:00;E012LLUVIAS;5,60;l/m²;5,60;l/m²;M;NC;
27/04/2013 08:00:00;E012NEMBA;713,65;m.s.n.m.;713,65;m.s.n.m.;M;NC;
27/04/2013 08:00:00;E012TEMPMED;13,50;ºC;13,50;ºC;M;NC;
28/04/2013 08:00:00;E012LLUVIAS;14,80;l/m²;14,80;l/m²;M;NC;
28/04/2013 08:00:00;E012NEMBA;713,65;m.s.n.m.;713,65;m.s.n.m.;M;NC;
28/04/2013 08:00:00;E012TEMPMED;6,80;ºC;6,80;ºC;M;NC;
29/04/2013 08:00:00;E012LLUVIAS;2,70;l/m²;2,70;l/m²;M;NC;
29/04/2013 08:00:00;E012NEMBA;713,66;m.s.n.m.;713,66;m.s.n.m.;M;NC;
29/04/2013 08:00:00;E012TEMPMED;6,90;ºC;6,90;ºC;M;NC;
30/04/2013 08:00:00;E012LLUVIAS;2,00;l/m²;2,00;l/m²;M;NC;
30/04/2013 08:00:00;E012NEMBA;713,68;m.s.n.m.;713,68;m.s.n.m.;M;NC;
30/04/2013 08:00:00;E012TEMPMED;6,60;ºC;6,60;ºC;M;NC;
01/05/2013 08:00:00;E012LLUVIAS;0,20;l/m²;0,20;l/m²;M;NC;
01/05/2013 08:00:00;E012NEMBA;713,68;m.s.n.m.;713,68;m.s.n.m.;M;NC;
01/05/2013 08:00:00;E012TEMPMED;10,60;ºC;10,60;ºC;M;NC;
02/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
02/05/2013 08:00:00;E012NEMBA;713,69;m.s.n.m.;713,69;m.s.n.m.;M;NC;
02/05/2013 08:00:00;E012TEMPMED;14,20;ºC;14,20;ºC;M;NC;
03/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
03/05/2013 08:00:00;E012NEMBA;713,69;m.s.n.m.;713,69;m.s.n.m.;M;NC;
03/05/2013 08:00:00;E012TEMPMED;15,00;ºC;15,00;ºC;M;NC;
04/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
04/05/2013 08:00:00;E012NEMBA;713,69;m.s.n.m.;713,69;m.s.n.m.;M;NC;
04/05/2013 08:00:00;E012TEMPMED;14,30;ºC;14,30;ºC;M;NC;
05/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
05/05/2013 08:00:00;E012NEMBA;713,68;m.s.n.m.;713,68;m.s.n.m.;M;NC;
05/05/2013 08:00:00;E012TEMPMED;15,40;ºC;15,40;ºC;M;NC;
06/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
06/05/2013 08:00:00;E012NEMBA;713,67;m.s.n.m.;713,67;m.s.n.m.;M;NC;
06/05/2013 08:00:00;E012TEMPMED;17,10;ºC;17,10;ºC;M;NC;
07/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
07/05/2013 08:00:00;E012NEMBA;713,67;m.s.n.m.;713,67;m.s.n.m.;M;NC;
07/05/2013 08:00:00;E012TEMPMED;19,60;ºC;19,60;ºC;M;NC;
08/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
08/05/2013 08:00:00;E012NEMBA;713,66;m.s.n.m.;713,66;m.s.n.m.;M;NC;
08/05/2013 08:00:00;E012TEMPMED;18,90;ºC;18,90;ºC;M;NC;
09/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
09/05/2013 08:00:00;E012NEMBA;713,65;m.s.n.m.;713,65;m.s.n.m.;M;NC;
09/05/2013 08:00:00;E012TEMPMED;19,60;ºC;19,60;ºC;M;NC;
10/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
10/05/2013 08:00:00;E012NEMBA;713,64;m.s.n.m.;713,64;m.s.n.m.;M;NC;
10/05/2013 08:00:00;E012TEMPMED;19,00;ºC;19,00;ºC;M;NC;
11/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
11/05/2013 08:00:00;E012NEMBA;713,63;m.s.n.m.;713,63;m.s.n.m.;M;NC;
11/05/2013 08:00:00;E012TEMPMED;18,90;ºC;18,90;ºC;M;NC;
12/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
12/05/2013 08:00:00;E012NEMBA;713,62;m.s.n.m.;713,62;m.s.n.m.;M;NC;
12/05/2013 08:00:00;E012TEMPMED;19,70;ºC;19,70;ºC;M;NC;
13/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
13/05/2013 08:00:00;E012NEMBA;713,60;m.s.n.m.;713,60;m.s.n.m.;M;NC;
13/05/2013 08:00:00;E012TEMPMED;19,90;ºC;19,90;ºC;M;NC;
14/05/2013 08:00:00;E012LLUVIAS;2,20;l/m²;2,20;l/m²;M;NC;
14/05/2013 08:00:00;E012NEMBA;713,60;m.s.n.m.;713,60;m.s.n.m.;M;NC;
14/05/2013 08:00:00;E012TEMPMED;18,90;ºC;18,90;ºC;M;NC;
15/05/2013 08:00:00;E012LLUVIAS;7,80;l/m²;7,80;l/m²;M;NC;
15/05/2013 08:00:00;E012NEMBA;713,58;m.s.n.m.;713,58;m.s.n.m.;M;NC;
15/05/2013 08:00:00;E012TEMPMED;13,20;ºC;13,20;ºC;M;NC;
16/05/2013 08:00:00;E012LLUVIAS;1,90;l/m²;1,90;l/m²;M;NC;
16/05/2013 08:00:00;E012NEMBA;713,57;m.s.n.m.;713,57;m.s.n.m.;M;NC;
16/05/2013 08:00:00;E012TEMPMED;11,00;ºC;11,00;ºC;M;NC;
17/05/2013 08:00:00;E012LLUVIAS;18,30;l/m²;18,30;l/m²;M;NC;
17/05/2013 08:00:00;E012NEMBA;713,57;m.s.n.m.;713,57;m.s.n.m.;M;NC;
17/05/2013 08:00:00;E012TEMPMED;9,70;ºC;9,70;ºC;M;NC;
18/05/2013 08:00:00;E012LLUVIAS;16,00;l/m²;16,00;l/m²;M;NC;
18/05/2013 08:00:00;E012NEMBA;713,58;m.s.n.m.;713,58;m.s.n.m.;M;NC;
18/05/2013 08:00:00;E012TEMPMED;9,20;ºC;9,20;ºC;M;NC;
19/05/2013 08:00:00;E012LLUVIAS;0,50;l/m²;0,50;l/m²;M;NC;
19/05/2013 08:00:00;E012NEMBA;713,62;m.s.n.m.;713,62;m.s.n.m.;M;NC;
19/05/2013 08:00:00;E012TEMPMED;11,00;ºC;11,00;ºC;M;NC;
20/05/2013 08:00:00;E012LLUVIAS;0,40;l/m²;0,40;l/m²;M;NC;
20/05/2013 08:00:00;E012NEMBA;713,63;m.s.n.m.;713,63;m.s.n.m.;M;NC;
20/05/2013 08:00:00;E012TEMPMED;12,70;ºC;12,70;ºC;M;NC;
21/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
21/05/2013 08:00:00;E012NEMBA;713,64;m.s.n.m.;713,64;m.s.n.m.;M;NC;
21/05/2013 08:00:00;E012TEMPMED;13,90;ºC;13,90;ºC;M;NC;
22/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
22/05/2013 08:00:00;E012NEMBA;713,63;m.s.n.m.;713,63;m.s.n.m.;M;NC;
22/05/2013 08:00:00;E012TEMPMED;15,80;ºC;15,80;ºC;M;NC;
23/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
23/05/2013 08:00:00;E012NEMBA;713,63;m.s.n.m.;713,63;m.s.n.m.;M;NC;
23/05/2013 08:00:00;E012TEMPMED;18,40;ºC;18,40;ºC;M;NC;
24/05/2013 08:00:00;E012LLUVIAS;3,30;l/m²;3,30;l/m²;M;NC;
24/05/2013 08:00:00;E012NEMBA;713,62;m.s.n.m.;713,62;m.s.n.m.;M;NC;
24/05/2013 08:00:00;E012TEMPMED;18,60;ºC;18,60;ºC;M;NC;
25/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
25/05/2013 08:00:00;E012NEMBA;713,62;m.s.n.m.;713,62;m.s.n.m.;M;NC;
25/05/2013 08:00:00;E012TEMPMED;18,00;ºC;18,00;ºC;M;NC;
26/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
26/05/2013 08:00:00;E012NEMBA;713,61;m.s.n.m.;713,61;m.s.n.m.;M;NC;
26/05/2013 08:00:00;E012TEMPMED;18,50;ºC;18,50;ºC;M;NC;
27/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
27/05/2013 08:00:00;E012NEMBA;713,60;m.s.n.m.;713,60;m.s.n.m.;M;NC;
27/05/2013 08:00:00;E012TEMPMED;16,90;ºC;16,90;ºC;M;NC;
28/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
28/05/2013 08:00:00;E012NEMBA;713,59;m.s.n.m.;713,59;m.s.n.m.;M;NC;
28/05/2013 08:00:00;E012TEMPMED;15,40;ºC;15,40;ºC;M;NC;
29/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
29/05/2013 08:00:00;E012NEMBA;713,58;m.s.n.m.;713,58;m.s.n.m.;M;NC;
29/05/2013 08:00:00;E012TEMPMED;15,70;ºC;15,70;ºC;M;NC;
30/05/2013 08:00:00;E012LLUVIAS;1,10;l/m²;1,10;l/m²;M;NC;
30/05/2013 08:00:00;E012NEMBA;713,57;m.s.n.m.;713,57;m.s.n.m.;M;NC;
30/05/2013 08:00:00;E012TEMPMED;15,00;ºC;15,00;ºC;M;NC;
31/05/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
31/05/2013 08:00:00;E012NEMBA;713,55;m.s.n.m.;713,55;m.s.n.m.;M;NC;
31/05/2013 08:00:00;E012TEMPMED;15,30;ºC;15,30;ºC;M;NC;
01/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
01/06/2013 08:00:00;E012NEMBA;713,54;m.s.n.m.;713,54;m.s.n.m.;M;NC;
01/06/2013 08:00:00;E012TEMPMED;15,40;ºC;15,40;ºC;M;NC;
02/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
02/06/2013 08:00:00;E012NEMBA;713,53;m.s.n.m.;713,53;m.s.n.m.;M;NC;
02/06/2013 08:00:00;E012TEMPMED;18,20;ºC;18,20;ºC;M;NC;
03/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
03/06/2013 08:00:00;E012NEMBA;713,52;m.s.n.m.;713,52;m.s.n.m.;M;NC;
03/06/2013 08:00:00;E012TEMPMED;19,30;ºC;19,30;ºC;M;NC;
04/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
04/06/2013 08:00:00;E012NEMBA;713,50;m.s.n.m.;713,50;m.s.n.m.;M;NC;
04/06/2013 08:00:00;E012TEMPMED;20,90;ºC;20,90;ºC;M;NC;
05/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
05/06/2013 08:00:00;E012NEMBA;713,49;m.s.n.m.;713,49;m.s.n.m.;M;NC;
05/06/2013 08:00:00;E012TEMPMED;22,30;ºC;22,30;ºC;M;NC;
06/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
06/06/2013 08:00:00;E012NEMBA;713,47;m.s.n.m.;713,47;m.s.n.m.;M;NC;
06/06/2013 08:00:00;E012TEMPMED;19,50;ºC;19,50;ºC;M;NC;
07/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
07/06/2013 08:00:00;E012NEMBA;713,46;m.s.n.m.;713,46;m.s.n.m.;M;NC;
07/06/2013 08:00:00;E012TEMPMED;16,30;ºC;16,30;ºC;M;NC;
08/06/2013 08:00:00;E012LLUVIAS;0,30;l/m²;0,30;l/m²;M;NC;
08/06/2013 08:00:00;E012NEMBA;713,44;m.s.n.m.;713,44;m.s.n.m.;M;NC;
08/06/2013 08:00:00;E012TEMPMED;15,50;ºC;15,50;ºC;M;NC;
09/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
09/06/2013 08:00:00;E012NEMBA;713,43;m.s.n.m.;713,43;m.s.n.m.;M;NC;
09/06/2013 08:00:00;E012TEMPMED;15,30;ºC;15,30;ºC;M;NC;
10/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
10/06/2013 08:00:00;E012NEMBA;713,41;m.s.n.m.;713,41;m.s.n.m.;M;NC;
10/06/2013 08:00:00;E012TEMPMED;17,90;ºC;17,90;ºC;M;NC;
11/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
11/06/2013 08:00:00;E012NEMBA;713,40;m.s.n.m.;713,40;m.s.n.m.;M;NC;
11/06/2013 08:00:00;E012TEMPMED;20,50;ºC;20,50;ºC;M;NC;
12/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
12/06/2013 08:00:00;E012NEMBA;713,39;m.s.n.m.;713,39;m.s.n.m.;M;NC;
12/06/2013 08:00:00;E012TEMPMED;24,00;ºC;24,00;ºC;M;NC;
13/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
13/06/2013 08:00:00;E012NEMBA;713,37;m.s.n.m.;713,37;m.s.n.m.;M;NC;
13/06/2013 08:00:00;E012TEMPMED;25,50;ºC;25,50;ºC;M;NC;
14/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
14/06/2013 08:00:00;E012NEMBA;713,35;m.s.n.m.;713,35;m.s.n.m.;M;NC;
14/06/2013 08:00:00;E012TEMPMED;25,70;ºC;25,70;ºC;M;NC;
15/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
15/06/2013 08:00:00;E012NEMBA;713,33;m.s.n.m.;713,33;m.s.n.m.;M;NC;
15/06/2013 08:00:00;E012TEMPMED;26,00;ºC;26,00;ºC;M;NC;
16/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
16/06/2013 08:00:00;E012NEMBA;713,32;m.s.n.m.;713,32;m.s.n.m.;M;NC;
16/06/2013 08:00:00;E012TEMPMED;26,30;ºC;26,30;ºC;M;NC;
17/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
17/06/2013 08:00:00;E012NEMBA;713,30;m.s.n.m.;713,30;m.s.n.m.;M;NC;
17/06/2013 08:00:00;E012TEMPMED;21,80;ºC;21,80;ºC;M;NC;
18/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
18/06/2013 08:00:00;E012NEMBA;713,28;m.s.n.m.;713,28;m.s.n.m.;M;NC;
18/06/2013 08:00:00;E012TEMPMED;17,10;ºC;17,10;ºC;M;NC;
19/06/2013 08:00:00;E012LLUVIAS;2,20;l/m²;2,20;l/m²;M;NC;
19/06/2013 08:00:00;E012NEMBA;713,26;m.s.n.m.;713,26;m.s.n.m.;M;NC;
19/06/2013 08:00:00;E012TEMPMED;16,90;ºC;16,90;ºC;M;NC;
20/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
20/06/2013 08:00:00;E012NEMBA;713,25;m.s.n.m.;713,25;m.s.n.m.;M;NC;
20/06/2013 08:00:00;E012TEMPMED;19,40;ºC;19,40;ºC;M;NC;
21/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
21/06/2013 08:00:00;E012NEMBA;713,23;m.s.n.m.;713,23;m.s.n.m.;M;NC;
21/06/2013 08:00:00;E012TEMPMED;20,80;ºC;20,80;ºC;M;NC;
22/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
22/06/2013 08:00:00;E012NEMBA;713,22;m.s.n.m.;713,22;m.s.n.m.;M;NC;
22/06/2013 08:00:00;E012TEMPMED;23,10;ºC;23,10;ºC;M;NC;
23/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
23/06/2013 08:00:00;E012NEMBA;713,21;m.s.n.m.;713,21;m.s.n.m.;M;NC;
23/06/2013 08:00:00;E012TEMPMED;24,80;ºC;24,80;ºC;M;NC;
24/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
24/06/2013 08:00:00;E012NEMBA;713,19;m.s.n.m.;713,19;m.s.n.m.;M;NC;
24/06/2013 08:00:00;E012TEMPMED;25,80;ºC;25,80;ºC;M;NC;
25/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
25/06/2013 08:00:00;E012NEMBA;713,17;m.s.n.m.;713,17;m.s.n.m.;M;NC;
25/06/2013 08:00:00;E012TEMPMED;25,80;ºC;25,80;ºC;M;NC;
26/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
26/06/2013 08:00:00;E012NEMBA;713,16;m.s.n.m.;713,16;m.s.n.m.;M;NC;
26/06/2013 08:00:00;E012TEMPMED;25,60;ºC;25,60;ºC;M;NC;
27/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
27/06/2013 08:00:00;E012NEMBA;713,14;m.s.n.m.;713,14;m.s.n.m.;M;NC;
27/06/2013 08:00:00;E012TEMPMED;23,90;ºC;23,90;ºC;M;NC;
28/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
28/06/2013 08:00:00;E012NEMBA;713,12;m.s.n.m.;713,12;m.s.n.m.;M;NC;
28/06/2013 08:00:00;E012TEMPMED;23,70;ºC;23,70;ºC;M;NC;
29/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
29/06/2013 08:00:00;E012NEMBA;713,11;m.s.n.m.;713,11;m.s.n.m.;M;NC;
29/06/2013 08:00:00;E012TEMPMED;0,00;ºC;0,00;ºC;M;NC;
30/06/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
30/06/2013 08:00:00;E012NEMBA;713,09;m.s.n.m.;713,09;m.s.n.m.;M;NC;
30/06/2013 08:00:00;E012TEMPMED;0,00;ºC;0,00;ºC;M;NC;
01/07/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
01/07/2013 08:00:00;E012NEMBA;713,07;m.s.n.m.;713,07;m.s.n.m.;M;NC;
01/07/2013 08:00:00;E012TEMPMED;0,00;ºC;0,00;ºC;M;NC;
02/07/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
02/07/2013 08:00:00;E012NEMBA;713,06;m.s.n.m.;713,06;m.s.n.m.;M;NC;
02/07/2013 08:00:00;E012TEMPMED;24,60;ºC;24,60;ºC;M;NC;
03/07/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
03/07/2013 08:00:00;E012NEMBA;713,04;m.s.n.m.;713,04;m.s.n.m.;M;NC;
03/07/2013 08:00:00;E012TEMPMED;25,40;ºC;25,40;ºC;M;NC;
04/07/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
04/07/2013 08:00:00;E012NEMBA;713,02;m.s.n.m.;713,02;m.s.n.m.;M;NC;
04/07/2013 08:00:00;E012TEMPMED;27,50;ºC;27,50;ºC;M;NC;
05/07/2013 08:00:00;E012LLUVIAS;0,00;l/m²;0,00;l/m²;M;NC;
05/07/2013 08:00:00;E012NEMBA;713,01;m.s.n.m.;713,01;m.s.n.m.;M;NC;
